bet_id,sportsbook,type,status,odds,closing_line,ev,amount,profit,time_placed,time_settled,bet_info,tags,sports,leagues
638647766604401486,Draftkings Sportsbook,parlay,SETTLED_LOSS,53.13,,,5,-5.00,10/17/2024 15:44:20 GMT,10/17/2024 23:34:09 GMT,Under 5.5 O/U VAN Canucks @ FLA Panthers | Under 1.5 O/U 1st Period VAN Canucks @ FLA Panthers | Under 3.5 FLA Panthers: Team Total Goals VAN Canucks @ FLA Panthers | Under 3.5 VAN Canucks: Team Total Goals VAN Canucks @ FLA Panthers | Under 6 O/U DAL Stars @ WAS Capitals | Under 3.5 DAL Stars: Team Total Goals DAL Stars @ WAS Capitals | Under 3.5 WAS Capitals: Team Total Goals DAL Stars @ WAS Capitals | Under 1.5 O/U 1st Period DAL Stars @ WAS Capitals | Under 6.5 O/U BUF Sabres @ CBJ Blue Jackets | Under 4.5 BUF Sabres: Team Total Goals BUF Sabres @ CBJ Blue Jackets | Under 1.5 O/U 1st Period BUF Sabres @ CBJ Blue Jackets,,Ice Hockey,NHL
PlacedBet:jI7D7NpP+57/zIQ8BHnKo1tGvlo=,ESPNBet,parlay,SETTLED_LOSS,7.13,6.26,0.1381,10,-10.00,10/16/2024 15:55:59 GMT,10/17/2024 04:38:33 GMT,PIT Penguins Moneyline Buffalo Sabres @ Pittsburgh Penguins | Under 3.5 COL Avalanche Total Goals (Excl OT) Boston Bruins @ Colorado Avalanche | Under 6.5 Total Goals Utah Hockey Club @ Anaheim Ducks,,Ice Hockey,NHL
638646816174232608,Draftkings Sportsbook,straight,SETTLED_WIN,3.00,2.25,0.3333,25,50.00,10/16/2024 13:20:16 GMT,10/17/2024 04:30:00 GMT,Mikko Rantanen Anytime Goalscorer BOS Bruins @ COL Avalanche,,Ice Hockey,NHL
O/0586450/0001808,Fanduel Sportsbook,parlay,SETTLED_WIN,2.32,,,10,13.25,10/16/2024 16:13:51 GMT,10/17/2024 03:21:24 GMT,Under (8.5) New York Mets Alt. Total Runs Los Angeles Dodgers (W Buehler) @ New York Mets (L Severino) | Under (8.5) Los Angeles Dodgers Alt. Total Runs Los Angeles Dodgers (W Buehler) @ New York Mets (L Severino) | Tie 0-0 1st Inning Correct Score Los Angeles Dodgers (W Buehler) @ New York Mets (L Severino),,Baseball,MLB
638647119612350706,Draftkings Sportsbook,parlay,SETTLED_WIN,6.94,,,10,59.40,10/16/2024 21:46:02 GMT,10/17/2024 03:08:00 GMT,Over 1.5 Total Runs - 1st 3 Innings LA Dodgers @ NY Mets | 3+ Walker Buehler Strikeouts Thrown LA Dodgers @ NY Mets | Tie 5th Inning (3 Way) LA Dodgers @ NY Mets | Over 7.5 O/U LA Dodgers @ NY Mets,,Baseball,MLB
638647153988748205,Draftkings Sportsbook,straight,SETTLED_LOSS,2.58,2.05,0.2585,10,-10.00,10/16/2024 22:43:19 GMT,10/17/2024 02:27:00 GMT,15+ Jonquel Jones Points NY Liberty @ MIN Lynx,,Basketball,WNBA
O/0586450/0001809,Fanduel Sportsbook,parlay,SETTLED_LOSS,10.40,,,10,-10.00,10/16/2024 23:35:03 GMT,10/17/2024 02:15:33 GMT,Sabrina Ionescu Over 23.5 Sabrina Ionescu - Pts + Ast New York Liberty @ Minnesota Lynx | Breanna Stewart Over 30.5 Breanna Stewart - Pts + Reb New York Liberty @ Minnesota Lynx | Jonquel Jones Over 23.5 Jonquel Jones - Pts + Reb New York Liberty @ Minnesota Lynx,,Basketball,WNBA
638646323545830023,Draftkings Sportsbook,parlay,SETTLED_LOSS,35.00,,,5,-5.00,10/15/2024 23:39:15 GMT,10/16/2024 04:10:00 GMT,Under 6.5 O/U PHI Flyers @ EDM Oilers | Under 4.5 EDM Oilers: Team Total Goals PHI Flyers @ EDM Oilers | Under 3.5 PHI Flyers: Team Total Goals PHI Flyers @ EDM Oilers | Under 1.5 O/U 1st Period PHI Flyers @ EDM Oilers | PHI Flyers +0.5 Puck Line 1st Period PHI Flyers @ EDM Oilers | Over 0.5 PHI Flyers: Team Total Goals - 1st Period PHI Flyers @ EDM Oilers | CHI Blackhawks +0.5 Puck Line 1st Period CHI Blackhawks @ CGY Flames | Under 4.5 CGY Flames: Team Total Goals CHI Blackhawks @ CGY Flames | Over 1.5 CHI Blackhawks: Team Total Goals CHI Blackhawks @ CGY Flames,,Ice Hockey,NHL
PlacedBet:pMSwfLQmGN2fhJDmkWb8WkymcIU=,ESPNBet,parlay,SETTLED_LOSS,5.95,,,20,-20.00,10/15/2024 23:29:19 GMT,10/16/2024 03:16:05 GMT,Over 1.5 Juan Soto Total Bases Cleveland Guardians @ New York Yankees | Over 0.5 Juan Soto Total RBIs Cleveland Guardians @ New York Yankees | Over 0.5 Juan Soto Total Runs Scored Cleveland Guardians @ New York Yankees | Over 4.5 Gerrit Cole Total Strikeouts Cleveland Guardians @ New York Yankees,,Baseball,MLB
638646318680355280,Draftkings Sportsbook,parlay,SETTLED_LOSS,6.81,,,10,-10.00,10/15/2024 23:31:08 GMT,10/16/2024 02:38:00 GMT,NY Yankees -1.5 Run Line CLE Guardians @ NY Yankees | Tie 5th Inning (3 Way) CLE Guardians @ NY Yankees | 5+ Gerrit Cole Strikeouts Thrown CLE Guardians @ NY Yankees,,Baseball,MLB
O/0586450/0001805,Fanduel Sportsbook,parlay,SETTLED_WIN,4.84,3.97,0.2193,10,38.47,10/15/2024 21:25:56 GMT,10/16/2024 02:12:41 GMT,Sam Bennett Player 1+ Points Florida Panthers @ Columbus Blue Jackets | Robert Thomas - Under 0.5 Robert Thomas Total Goals Minnesota Wild At St. Louis Blues | Over 0.5 1st Period Seattle Kraken Total Goals Seattle Kraken At Nashville Predators,,Ice Hockey,NHL
PlacedBet:ePXM3Ontek93T7ZcRxeZL+hmcU0=,ESPNBet,parlay,SETTLED_LOSS,6.41,4.95,0.2944,18,-18.00,10/14/2024 22:47:29 GMT,10/16/2024 01:41:51 GMT,Under 5.5 Total Goals Seattle Kraken @ Nashville Predators | CHI Blackhawks Moneyline Chicago Blackhawks @ Calgary Flames,,Ice Hockey,NHL
PlacedBet:DTDJYxv2zZKfXmWJdui/0ZD2F/g=,ESPNBet,parlay,SETTLED_LOSS,6.55,4.89,0.3392,18,-18.00,10/15/2024 14:26:38 GMT,10/16/2024 01:36:59 GMT,WSH Capitals Moneyline Vegas Golden Knights @ Washington Capitals | NSH Predators Moneyline Seattle Kraken @ Nashville Predators | No 1st Period - Both Teams To Score Chicago Blackhawks @ Calgary Flames,,Ice Hockey,NHL
O/0586450/0001806,Fanduel Sportsbook,parlay,SETTLED_LOSS,3.64,,,10,-10.00,10/15/2024 22:50:47 GMT,10/16/2024 00:26:43 GMT,Under (9.5) Cleveland Guardians Alt. Total Runs Cleveland Guardians (T Bibee) @ New York Yankees (G Cole) | 0-1 Hits Recorded 2nd Inning Hits Cleveland Guardians (T Bibee) @ New York Yankees (G Cole) | 0-1 Hits Recorded 7th Inning Hits Cleveland Guardians (T Bibee) @ New York Yankees (G Cole),,Baseball,MLB
638645494365357581,Draftkings Sportsbook,parlay,SETTLED_LOSS,5.08,,,10,-10.00,10/15/2024 00:37:17 GMT,10/15/2024 03:55:08 GMT,Under 6.5 O/U NY Islanders @ COL Avalanche | Under 1.5 O/U 1st Period NY Islanders @ COL Avalanche | Under 0.5 Calum Ritchie Points NY Islanders @ COL Avalanche,,Ice Hockey,NHL
PlacedBet:omDQxQX5+2ZkZpxSQUUz7h9sL9M=,ESPNBet,parlay,SETTLED_LOSS,6.10,,,20,-20.00,10/14/2024 21:14:07 GMT,10/15/2024 03:31:59 GMT,BUF Bills +0.5 Game Spread Buffalo Bills @ New York Jets | Over 9.5 Points 1st Half BUF Bills Total Points Buffalo Bills @ New York Jets | Under 9.5 Points 1st Half NY Jets Total Points Buffalo Bills @ New York Jets,,American Football,NFL
638645363201130378,Draftkings Sportsbook,parlay,SETTLED_LOSS,4.20,,,10,-10.00,10/14/2024 20:58:40 GMT,10/15/2024 03:15:00 GMT,Over 33.5 Josh Allen Rushing Yards O/U BUF Bills @ NY Jets | Under 54.5 James Cook Rushing Yards O/U BUF Bills @ NY Jets | NY Jets Winner BUF Bills @ NY Jets,,American Football,NFL
O/0586450/0001804,Fanduel Sportsbook,parlay,SETTLED_LOSS,13.03,,,10,-10.00,10/14/2024 21:39:28 GMT,10/15/2024 02:30:21 GMT,Garrett Wilson 70+ Yards Garrett Wilson - Alt Receiving Yds Buffalo Bills @ New York Jets | Aaron Rodgers Under 213.5 Aaron Rodgers - Passing Yds Buffalo Bills @ New York Jets | Braelon Allen Over 34.5 Braelon Allen - Rushing Yds Buffalo Bills @ New York Jets,,American Football,NFL
PlacedBet:8906LRxF4O1i10Oo3EC7wSPrHcU=,ESPNBet,straight,SETTLED_WIN,8.00,8.50,-0.0588,20,140.00,10/14/2024 19:06:41 GMT,10/15/2024 00:33:29 GMT,J. Allen First Touchdown Scorer Buffalo Bills @ New York Jets,,American Football,NFL
638645427311274851,Draftkings Sportsbook,parlay,SETTLED_LOSS,8.91,,,10,-10.00,10/14/2024 22:45:30 GMT,10/15/2024 00:20:55 GMT,Under 1.5 O/U 1st Period DET Red Wings @ NY Rangers | Under 1.5 O/U 1st Period PIT Penguins @ MTL Canadiens | Under 0.5 Lane Hutson Points PIT Penguins @ MTL Canadiens,,Ice Hockey,NHL
PlacedBet:/e5oZw+6abBP7OQkHvVhBYTwaJk=,ESPNBet,parlay,SETTLED_LOSS,6.44,,,15,-15.00,10/14/2024 19:45:39 GMT,10/14/2024 23:45:55 GMT,Over 0.5 Francisco Lindor Total Doubles Hit New York Mets @ Los Angeles Dodgers | Over 1.5 Francisco Lindor Total Bases New York Mets @ Los Angeles Dodgers | Over 0.5 Francisco Lindor Total Hits New York Mets @ Los Angeles Dodgers,,Baseball,MLB
638645291059239021,Draftkings Sportsbook,parlay,SETTLED_LOSS,3.23,2.71,0.1934,10,-10.00,10/14/2024 18:58:26 GMT,10/14/2024 23:25:03 GMT,Over 0.5 Total Goals - 1st Period (00:00-09:59) DET Red Wings @ NY Rangers | Over 0.5 Total Goals - 1st Period (00:00-09:59) NY Islanders @ COL Avalanche,,Ice Hockey,NHL
638645327348238360,Draftkings Sportsbook,parlay,SETTLED_LOSS,13.27,,,10,-10.00,10/14/2024 19:58:55 GMT,10/14/2024 22:23:14 GMT,Under 5.5 Carlos Rodon Strikeouts Thrown O/U CLE Guardians @ NY Yankees | Over 3.5 CLE Guardians: Team Total Runs CLE Guardians @ NY Yankees | Tie 5th Inning (3 Way) NY Mets @ LA Dodgers | Tie 6th Inning (3 Way) NY Mets @ LA Dodgers,,Baseball,MLB
O/0586450/0001803,Fanduel Sportsbook,parlay,SETTLED_LOSS,2.31,,,10,-10.00,10/14/2024 19:42:16 GMT,10/14/2024 20:27:57 GMT,Under (9.5) Los Angeles Dodgers Alt. Total Runs New York Mets (S Manaea) @ Los Angeles Dodgers (R Brasier) | Under (8.5) New York Mets Alt. Total Runs New York Mets (S Manaea) @ Los Angeles Dodgers (R Brasier) | Tie 0-0 1st Inning Correct Score New York Mets (S Manaea) @ Los Angeles Dodgers (R Brasier),,Baseball,MLB
O/0586450/0001800,Fanduel Sportsbook,parlay,SETTLED_LOSS,3.15,,,10,-10.00,10/13/2024 16:10:41 GMT,10/14/2024 17:54:40 GMT,Georgia And Draw Double Chance Georgia v Albania | Georgia -1.0 Corner Spread Georgia v Albania | Under 8.5 Corners Away Total Corners 8.5 Georgia v Albania,,,
PlacedBet:hN40jdhn+AxCYLxGRr2CljYY4iQ=,ESPNBet,parlay,SETTLED_LOSS,6.20,,,12.5,-12.50,10/14/2024 00:07:27 GMT,10/14/2024 03:28:49 GMT,Under 224.5 Passing Yards (Dan. Jones) Cincinnati Bengals @ New York Giants | Over 249.5 Passing Yards (J. Burrow) Cincinnati Bengals @ New York Giants | CIN Bengals Moneyline Cincinnati Bengals @ New York Giants,,American Football,NFL
O/0586450/0001801,Fanduel Sportsbook,parlay,SETTLED_LOSS,3.66,,,10,-10.00,10/14/2024 00:04:18 GMT,10/14/2024 03:16:05 GMT,New York Giants (+29.5) Alternate Spread Cincinnati Bengals @ New York Giants | Chase Brown Under 46.5 Chase Brown - Rushing Yds Cincinnati Bengals @ New York Giants | Chase Brown Over 1.5 Chase Brown - Total Receptions Cincinnati Bengals @ New York Giants,,American Football,NFL
O/0586450/0001802,Fanduel Sportsbook,parlay,SETTLED_LOSS,6.39,,,10,-10.00,10/14/2024 00:11:56 GMT,10/14/2024 03:15:48 GMT,Pete Alonso To Record A Hit New York Mets (K Senga) @ Los Angeles Dodgers (J Flaherty) | Mookie Betts To Hit a Single New York Mets (K Senga) @ Los Angeles Dodgers (J Flaherty) | Pete Alonso To Hit a Single New York Mets (K Senga) @ Los Angeles Dodgers (J Flaherty),,Baseball,MLB
638644465821529641,Draftkings Sportsbook,parlay,SETTLED_WIN,9.13,,,10,81.30,10/13/2024 20:03:03 GMT,10/14/2024 03:12:54 GMT,Over 31.5 Daniel Jones Rushing Yards O/U CIN Bengals @ NY Giants | Over 43.5 Chase Brown Rushing Yards O/U CIN Bengals @ NY Giants | Under 57.5 Tyrone Tracy Jr. Rushing Yards O/U CIN Bengals @ NY Giants,,American Football,NFL
638644611380625051,Draftkings Sportsbook,parlay,SETTLED_LOSS,7.45,,,10,-10.00,10/14/2024 00:05:39 GMT,10/14/2024 03:11:04 GMT,Over 5.5 Jack Flaherty Strikeouts Thrown O/U NY Mets @ LA Dodgers | Tie 5th Inning (3 Way) NY Mets @ LA Dodgers | Over 2.5 Kodai Senga Strikeouts Thrown O/U NY Mets @ LA Dodgers,,Baseball,MLB
638642542301275977,Draftkings Sportsbook,parlay,SETTLED_LOSS,3.92,,,10,-10.00,10/11/2024 14:37:10 GMT,10/14/2024 00:33:49 GMT,Under 8.5 Joe Burrow Rushing Yards O/U CIN Bengals @ NY Giants | CIN Bengals Winner CIN Bengals @ NY Giants,,American Football,NFL
PlacedBet:a3RBFCtB2L3ERurXuC/8mG8PUtI=,ESPNBet,parlay,SETTLED_LOSS,6.20,,,12,-12.00,10/10/2024 16:25:18 GMT,10/13/2024 23:27:56 GMT,Under 6.5 ATL Falcons 1st Quarter Total Points Atlanta Falcons @ Carolina Panthers | Over 2.5 CAR Panthers 1st Quarter Total Points Atlanta Falcons @ Carolina Panthers | Over 20.5 CAR Panthers Total Points Atlanta Falcons @ Carolina Panthers,,American Football,NFL
PlacedBet:/WtjV9AlSRWqqsWhu1PTb+aJER8=,ESPNBet,parlay,SETTLED_LOSS,6.54,5.06,0.2941,18,-18.00,10/13/2024 19:26:16 GMT,10/13/2024 23:10:51 GMT,Under 3.5 T.J. Watt Total Tackles + Assists Pittsburgh Steelers @ Las Vegas Raiders | Over 0.5 LA Chargers 1st Half Total Touchdowns Los Angeles Chargers @ Denver Broncos | Over 9.5 1st Quarter Total Points Detroit Lions @ Dallas Cowboys,,American Football,NFL
638644561869569652,Draftkings Sportsbook,straight,SETTLED_LOSS,3.76,,,10,-10.00,10/13/2024 22:43:06 GMT,10/13/2024 22:45:10 GMT,"Turnover, Turnover on Downs or Safety 10th LV Raiders Drive Result Live Betting PIT Steelers @ LV Raiders",,American Football,NFL
638641803461728176,Draftkings Sportsbook,parlay,SETTLED_WIN,21.54,,,5,102.73,10/10/2024 18:05:46 GMT,10/13/2024 22:14:44 GMT,Brian Robinson Jr. Anytime TD Scorer WAS Commanders @ BAL Ravens | Tank Dell Anytime TD Scorer HOU Texans @ NE Patriots | Chris Godwin Anytime TD Scorer TB Buccaneers @ NO Saints | Jameson Williams Anytime TD Scorer DET Lions @ DAL Cowboys,,American Football,NFL
638644402873350224,Draftkings Sportsbook,parlay,SETTLED_LOSS,8.65,,,10,-10.00,10/13/2024 18:18:08 GMT,10/13/2024 21:27:16 GMT,Over 20.5 Napheesa Collier Points O/U MIN Lynx @ NY Liberty | Over 9.5 Napheesa Collier Rebounds O/U MIN Lynx @ NY Liberty | Over 5.5 Sabrina Ionescu Assists O/U MIN Lynx @ NY Liberty,,Basketball,WNBA
PlacedBet:5vuA9J06bn4y28NpbKCQWLGbFsQ=,ESPNBet,parlay,SETTLED_LOSS,3.10,,,15,-15.00,10/13/2024 15:53:45 GMT,10/13/2024 20:29:46 GMT,NE Patriots +7.5 Game Spread Houston Texans @ New England Patriots | 150+ Passing Yards (D. Maye) Houston Texans @ New England Patriots,,American Football,NFL
638644336351737283,Draftkings Sportsbook,parlay,SETTLED_LOSS,5.62,4.49,0.2520,10,-10.00,10/13/2024 16:27:16 GMT,10/13/2024 20:00:00 GMT,HOU Texans Winner HOU Texans @ NE Patriots | LA Chargers +4.5 Spread Alternate LA Chargers @ DEN Broncos | Under 6.5 Blake Grupe Kicking Points O/U TB Buccaneers @ NO Saints | BAL Ravens Winner WAS Commanders @ BAL Ravens,,American Football,NFL
PlacedBet:PwZfX7qd3FmaUYIyetmPIBzIf0E=,ESPNBet,parlay,SETTLED_LOSS,6.68,5.37,0.2441,20,-20.00,10/13/2024 15:55:18 GMT,10/13/2024 18:30:16 GMT,Over 1.5 PHI Eagles Total Successful Field Goals Cleveland Browns @ Philadelphia Eagles | Under 3.5 ARI Cardinals 1st Quarter Total Points Arizona Cardinals @ Green Bay Packers | Under 1.5 HOU Texans 1st Half Total Touchdowns Houston Texans @ New England Patriots,,American Football,NFL
O/0586450/0001799,Fanduel Sportsbook,straight,SETTLED_WIN,3.28,2.70,0.2148,10,22.80,10/13/2024 14:40:51 GMT,10/13/2024 17:58:50 GMT,A.J. Brown Any Time Touchdown Scorer Cleveland Browns @ Philadelphia Eagles,,American Football,NFL
O/0586450/0001798,Fanduel Sportsbook,parlay,SETTLED_LOSS,4.13,,,10,-10.00,10/13/2024 12:58:45 GMT,10/13/2024 16:35:26 GMT,Jacksonville Jaguars (+28.5) Alternate Spread Jacksonville Jaguars At Chicago Bears | Travis Etienne Over 41.5 Travis Etienne - Rushing Yds Jacksonville Jaguars At Chicago Bears | Tank Bigsby Over 40.5 Tank Bigsby - Rushing Yds Jacksonville Jaguars At Chicago Bears,,American Football,NFL
O/0586450/0001794,Fanduel Sportsbook,parlay,SETTLED_WIN,68.43,32.12,1.1308,5,337.15,10/12/2024 14:58:37 GMT,10/13/2024 05:57:50 GMT,Miami Ohio (+6.5) Alternate Spread Miami Ohio @ Eastern Michigan | Pittsburgh (+7.5) Alternate Spread California @ Pittsburgh | Western Michigan Moneyline Akron @ Western Michigan | Louisville Moneyline Louisville @ Virginia | Penn State (+4.5) Alternate Spread Penn State @ USC | UL Monroe Moneyline Southern Miss @ UL Monroe | UTSA (+6.5) Alternate Spread UTSA @ Rice | North Texas (+3.5) Alternate Spread North Texas @ Florida Atlantic | New Mexico Moneyline Air Force @ New Mexico | Louisiana Moneyline Appalachian State @ Louisiana | Ohio State (+5.5) Alternate Spread Ohio State @ Oregon | Kansas State (+4.5) Alternate Spread Kansas State @ Colorado,,American Football,NCAAFB
O/0586450/0001796,Fanduel Sportsbook,straight,SETTLED_WIN,4.26,,,10,32.60,10/13/2024 00:52:33 GMT,10/13/2024 04:04:17 GMT,LSU Moneyline Ole Miss @ LSU,,American Football,NCAAFB
PlacedBet:7IC5fd73hiSvFUGIkU6vnZU8wwQ=,ESPNBet,parlay,SETTLED_LOSS,6.72,5.23,0.2861,18,-18.00,10/09/2024 23:54:04 GMT,10/13/2024 03:19:50 GMT,Over 45.5 Total Points Oregon State Beavers @ Nevada Wolf Pack | West Virginia -3.5 Game Spread Iowa State Cyclones @ West Virginia Mountaineers,,American Football,NCAAFB
O/0586450/0001797,Fanduel Sportsbook,straight,SETTLED_LOSS,3.48,,,25,-25.00,10/13/2024 00:55:38 GMT,10/13/2024 03:01:32 GMT,Ohio State (-6.5) Alternate Spread Ohio State @ Oregon,,American Football,NCAAFB
638643834532763851,Draftkings Sportsbook,straight,SETTLED_LOSS,1.63,,,10,-10.00,10/13/2024 02:30:53 GMT,10/13/2024 03:00:44 GMT,Ohio State Winner Live Betting Ohio State @ Oregon,,American Football,NCAAFB
PlacedBet:InjcsAm4PcJNUZ9ZAijdhkh+uqc=,ESPNBet,parlay,SETTLED_LOSS,7.75,5.91,0.3111,18,-18.00,10/11/2024 21:52:09 GMT,10/13/2024 02:34:06 GMT,Over 58.5 Total Points Washington State Cougars @ Fresno State Bulldogs | Over 3.5 Receptions (X. Legette) Atlanta Falcons @ Carolina Panthers | Under 5.5 Total Match Touchdowns Cincinnati Bengals @ New York Giants,,American Football,NFL | NCAAFB
PlacedBet:q41CvGp2xxqbruI/6u4dr9qd710=,ESPNBet,parlay,SETTLED_LOSS,6.59,5.32,0.2380,12,-12.00,10/11/2024 14:17:16 GMT,10/13/2024 02:28:04 GMT,UNLV Moneyline UNLV Rebels @ Utah State Aggies | Oregon State Moneyline Oregon State Beavers @ Nevada Wolf Pack | LSU +8.5 Game Spread Ole Miss Rebels @ LSU Tigers | Minnesota -2.5 1st Half Spread Minnesota Golden Gophers @ UCLA Bruins,,American Football,NCAAFB
PlacedBet:Tf1p8TSXO/kdNTAGwQwagw0+yBc=,ESPNBet,parlay,SETTLED_LOSS,6.31,4.74,0.3324,12,-12.00,10/12/2024 15:01:35 GMT,10/13/2024 01:48:28 GMT,Under 0.5 Artemi Panarin Total Goals Utah Hockey Club @ New York Rangers | Over 6.5 Total Goals Nashville Predators @ Detroit Red Wings | No 1st Period - Both Teams To Score Philadelphia Flyers @ Calgary Flames,,Ice Hockey,NHL
PlacedBet:lVNIi+Ba523fwzN2A1dqs2jKMZ4=,ESPNBet,parlay,SETTLED_LOSS,7.43,7.29,0.0192,10,-10.00,10/12/2024 20:53:54 GMT,10/13/2024 01:31:09 GMT,Over 8.5 Total Corners Columbus Crew vs New England Revolution | Over 0.5 Total Goals - 1st Period (00:00-09:59) Seattle Kraken @ Minnesota Wild | Under 2.5 CHI Blackhawks Total Goals (Excl OT) Chicago Blackhawks @ Edmonton Oilers | Under 7.5 1st Quarter Total Points Houston Texans @ New England Patriots,,American Football | Soccer | Ice Hockey,NHL | NFL | MLS
638643306855768775,Draftkings Sportsbook,parlay,SETTLED_LOSS,4.45,,,10,-10.00,10/12/2024 11:51:25 GMT,10/13/2024 01:17:52 GMT,Oregon +2.5 Spread 1st Half Ohio State @ Oregon | Under 26.5 O/U 1st Half Ohio State @ Oregon,,American Football,NCAAFB
638642808857641963,Draftkings Sportsbook,parlay,SETTLED_LOSS,6.75,,,10,-10.00,10/11/2024 22:01:26 GMT,10/13/2024 00:31:27 GMT,Under 29.5 O/U 1st Half Florida @ Tennessee | Over 17.5 Tennessee: Team Total Points - 1st Half Florida @ Tennessee,,American Football,NCAAFB
O/0586450/0001795,Fanduel Sportsbook,straight,SETTLED_WIN,2.70,,,18,30.60,10/12/2024 18:09:34 GMT,10/12/2024 23:45:29 GMT,Penn State to Score 27+ Points and to Win v USC (10/12) PA Super Boost - Penn State to Score 27+ Points and to Win v USC (10/12) PA Super Boost - Penn State to Score 27+ Points and to Win v USC (10/12),,,
PlacedBet:GalQfnDPogC6InLLEuJ9RAFjxEY=,ESPNBet,parlay,SETTLED_LOSS,8.15,6.50,0.2538,18,-18.00,10/12/2024 18:41:08 GMT,10/12/2024 23:36:09 GMT,Under 30.5 1st Half Total Points Memphis Tigers @ South Florida Bulls | Arizona -4.5 Game Spread Arizona Wildcats @ BYU Cougars,,American Football,NCAAFB
638642807729216760,Draftkings Sportsbook,parlay,SETTLED_LOSS,10.82,,,5,0.00,10/11/2024 21:59:34 GMT,10/12/2024 22:02:13 GMT,Over 21.5 Missouri: Team Total Points - 1st Half Missouri @ UMass | Under 6.5 UMass: Team Total Points - 1st Half Missouri @ UMass | Under 3.5 Mississippi State: Team Total Points - 1st Half Mississippi State @ Georgia Bulldogs | Over 29.5 O/U 1st Half Mississippi State @ Georgia Bulldogs,,American Football,NCAAFB
638643389600939372,Draftkings Sportsbook,parlay,SETTLED_LOSS,12.79,,,5,-5.00,10/12/2024 14:09:21 GMT,10/12/2024 21:01:45 GMT,Under 57.5 O/U Alternate Purdue @ Illinois | Under 17.5 Illinois: Team Total Points - 1st Half Purdue @ Illinois | Under 7.5 Illinois: Team Total Points - 1st Quarter Purdue @ Illinois | Under 39.5 Illinois: Team Total Points Purdue @ Illinois | Under 15.5 Purdue: Team Total Points Purdue @ Illinois | Under 5.5 Purdue: Team Total Points - 1st Half Purdue @ Illinois | Under 24.5 O/U 1st Half Purdue @ Illinois | Under 10.5 O/U 1st Quarter Purdue @ Illinois | Under 0.5 Purdue: Team Total Points - 1st Quarter Purdue @ Illinois | Under 5.5 Total Touchdowns Purdue @ Illinois | Under 4.5 Illinois: Team Total Touchdowns Purdue @ Illinois,,American Football,NCAAFB
638643553631791272,Draftkings Sportsbook,parlay,SETTLED_LOSS,8.71,7.70,0.1312,20,0.00,10/12/2024 18:42:43 GMT,10/12/2024 20:40:47 GMT,Under 13.5 DET Lions: Team Total Points - 1st Half DET Lions @ DAL Cowboys | BYU -0.5 Spread 1st Quarter Arizona @ BYU | Kansas State Winner 1st Quarter Kansas State @ Colorado,,American Football,NFL | NCAAFB
O/0586450/0001791,Fanduel Sportsbook,straight,SETTLED_LOSS,2.49,2.10,0.1857,25,-25.00,10/11/2024 16:07:31 GMT,10/12/2024 20:22:00 GMT,Over 10.5 1st Quarter Total Texas @ Oklahoma,,American Football,NCAAFB
PlacedBet:waFAhvbYeItXn2z7jLfot/vVEa0=,ESPNBet,parlay,SETTLED_LOSS,8.92,,,10,-10.00,10/12/2024 15:01:55 GMT,10/12/2024 20:07:13 GMT,Under 27.5 Jeremy Swayman Total Saves Los Angeles Kings @ Boston Bruins | Under 6.5 Total Goals Los Angeles Kings @ Boston Bruins | Under 25.5 Darcy Kuemper Total Saves Los Angeles Kings @ Boston Bruins,,Ice Hockey,NHL
O/0586450/0001793,Fanduel Sportsbook,parlay,SETTLED_LOSS,3.69,3.08,0.1994,10,-10.00,10/12/2024 14:08:41 GMT,10/12/2024 19:54:11 GMT,Adrian Kempe Player 1+ Points Los Angeles Kings At Boston Bruins | Steven Stamkos - Under 0.5 Steven Stamkos Total Goals Nashville Predators At Detroit Red Wings | Troy Terry - Under 0.5 Troy Terry Total Goals Anaheim Ducks At San Jose Sharks,,Ice Hockey,NHL
638643400103627328,Draftkings Sportsbook,parlay,SETTLED_LOSS,4.00,3.31,0.2098,10,-10.00,10/12/2024 14:26:50 GMT,10/12/2024 19:00:00 GMT,Akron +18.5 Spread Alternate Akron @ Western Michigan | Mississippi State +43.5 Spread Alternate Mississippi State @ Georgia Bulldogs | West Virginia +11.5 Spread Alternate Iowa State @ West Virginia | Washington +11.5 Spread Alternate Washington @ Iowa,,American Football,NCAAFB
638643364401719500,Draftkings Sportsbook,parlay,SETTLED_LOSS,3.58,2.90,0.2340,10,-10.00,10/12/2024 13:27:20 GMT,10/12/2024 17:22:43 GMT,Over 0.5 Total Goals - 1st Period (00:00-09:59) LA Kings @ BOS Bruins | Over 0.5 Total Goals - 1st Period (00:00-09:59) PHI Flyers @ CGY Flames,,Ice Hockey,NHL
638642597129297672,Draftkings Sportsbook,straight,SETTLED_WIN,2.19,2.00,0.0950,10,11.90,10/11/2024 16:08:33 GMT,10/12/2024 04:06:03 GMT,Under 23.5 O/U 1st Half Utah @ Arizona State,,American Football,NCAAFB
