bet_id,sportsbook,type,status,odds,closing_line,ev,amount,profit,time_placed,time_settled,bet_info,tags,sports,leagues
O/0586450/0001749,Fanduel Sportsbook,parlay,SETTLED_WIN,8.35,,,15,110.28,09/22/2024 18:16:18 GMT,09/23/2024 00:00:50 GMT,Jordan Mason Over 1.5 Jordan Mason - Total Receptions San Francisco 49ers @ Los Angeles Rams | Lamar Jackson Over 55.5 Lamar Jackson - Rushing Yds Baltimore Ravens @ Dallas Cowboys | Derrick Henry Over 68.5 Derrick Henry - Rushing Yds Baltimore Ravens @ Dallas Cowboys,,American Football,NFL
PlacedBet:ydahubnhGK+bpJntNSRHKnlhiwU=,ESPNBet,parlay,SETTLED_LOSS,8.06,,,10,-10.00,09/19/2024 18:29:43 GMT,09/22/2024 23:30:42 GMT,NY Jets Moneyline New England Patriots @ New York Jets | Under 69.5 Rushing Yards (R. Stevenson) New England Patriots @ New York Jets | Under 2.5 TEN Titans Total Touchdowns Green Bay Packers @ Tennessee Titans | Under 49.5 Total Points Baltimore Ravens @ Dallas Cowboys,,American Football,NFL
638623454678155035,Draftkings Sportsbook,round_robin_2,SETTLED_LOSS,,,,1.5,-1.50,09/19/2024 12:24:28 GMT,09/22/2024 23:25:00 GMT,No WAS Commanders to Record a Sack WAS Commanders @ CIN Bengals | No ARI Cardinals to Record a Sack DET Lions @ ARI Cardinals | No LA Rams to Record a Sack SF 49ers @ LA Rams | No ATL Falcons to Record a Sack KC Chiefs @ ATL Falcons,,American Football,NFL
638623454689451766,Draftkings Sportsbook,round_robin_3,SETTLED_LOSS,,,,2,-2.00,09/19/2024 12:24:28 GMT,09/22/2024 23:25:00 GMT,No WAS Commanders to Record a Sack WAS Commanders @ CIN Bengals | No ARI Cardinals to Record a Sack DET Lions @ ARI Cardinals | No LA Rams to Record a Sack SF 49ers @ LA Rams | No ATL Falcons to Record a Sack KC Chiefs @ ATL Falcons,,American Football,NFL
638623454673705359,Draftkings Sportsbook,parlay,SETTLED_LOSS,1681.87,,,1,-1.00,09/19/2024 12:24:28 GMT,09/22/2024 21:43:46 GMT,No WAS Commanders to Record a Sack WAS Commanders @ CIN Bengals | No ARI Cardinals to Record a Sack DET Lions @ ARI Cardinals | No LA Rams to Record a Sack SF 49ers @ LA Rams | No ATL Falcons to Record a Sack KC Chiefs @ ATL Falcons,,American Football,NFL
638623454678030898,Draftkings Sportsbook,straight,SETTLED_LOSS,6.50,,,2,-2.00,09/19/2024 12:24:28 GMT,09/22/2024 21:43:46 GMT,No LA Rams to Record a Sack SF 49ers @ LA Rams,,American Football,NFL
638625623250589201,Draftkings Sportsbook,parlay,SETTLED_LOSS,11.31,,,5,-5.00,09/22/2024 00:38:45 GMT,09/22/2024 21:42:32 GMT,KC Chiefs 1st Sack Recorded KC Chiefs @ ATL Falcons | CIN Bengals 1st Sack Recorded WAS Commanders @ CIN Bengals | DET Lions 1st Sack Recorded DET Lions @ ARI Cardinals | SF 49ers 1st Sack Recorded SF 49ers @ LA Rams,,American Football,NFL
PlacedBet:OnDYVB1pQw3E7IjiGxYsKxM0q7M=,ESPNBet,parlay,SETTLED_WIN,6.50,5.07,0.2829,10,55.03,09/22/2024 16:55:57 GMT,09/22/2024 21:38:19 GMT,Under 6.5 Jordan Whitehead Total Tackles + Assists Denver Broncos @ Tampa Bay Buccaneers | Over 0.5 LA Chargers 1st Half Total Touchdowns Los Angeles Chargers @ Pittsburgh Steelers | Over 19.5 1st Half Total Points San Francisco 49ers @ Los Angeles Rams,,American Football,NFL
638623454678192494,Draftkings Sportsbook,straight,SETTLED_LOSS,5.75,,,2,-2.00,09/19/2024 12:24:28 GMT,09/22/2024 21:18:35 GMT,No ARI Cardinals to Record a Sack DET Lions @ ARI Cardinals,,American Football,NFL
PlacedBet:+DV6X6BvcS/Dipl7JAWb46pjrKk=,ESPNBet,parlay,SETTLED_LOSS,9.17,7.43,0.2345,10,-10.00,09/22/2024 14:42:58 GMT,09/22/2024 20:24:52 GMT,TB Rays -1.5 Run Line Toronto Blue Jays @ Tampa Bay Rays | ATL Braves Moneyline Atlanta Braves @ Miami Marlins | Under 4.5 1st 5 Innings Total Runs Los Angeles Angels @ Houston Astros,,Baseball,MLB
PlacedBet:XtaDXPbylSYOTZBVfgJCsyWO9fw=,ESPNBet,parlay,SETTLED_LOSS,4.75,,,10,-10.00,09/20/2024 14:59:17 GMT,09/22/2024 20:23:10 GMT,DEN Broncos +7.5 Game Spread Denver Broncos @ Tampa Bay Buccaneers | Under 19.5 Rushing Yards (B. Nix) Denver Broncos @ Tampa Bay Buccaneers,,American Football,NFL
O/0586450/0001747,Fanduel Sportsbook,straight,SETTLED_LOSS,3.16,2.10,0.5048,20,-20.00,09/22/2024 13:11:21 GMT,09/22/2024 20:18:22 GMT,Chicago Bears Moneyline Chicago Bears @ Indianapolis Colts,,American Football,NFL
638624331315327176,Draftkings Sportsbook,parlay,SETTLED_LOSS,460.84,352.53,0.3072,5,-5.00,09/20/2024 12:45:30 GMT,09/22/2024 20:00:00 GMT,Davante Adams Anytime TD Scorer CAR Panthers @ LV Raiders | Jordan Mason Anytime TD Scorer SF 49ers @ LA Rams | David Montgomery Anytime TD Scorer DET Lions @ ARI Cardinals | Derrick Henry Anytime TD Scorer BAL Ravens @ DAL Cowboys | Travis Kelce Anytime TD Scorer KC Chiefs @ ATL Falcons | James Cook Anytime TD Scorer JAX Jaguars @ BUF Bills | Ja'Marr Chase Anytime TD Scorer WAS Commanders @ CIN Bengals | J.K. Dobbins Anytime TD Scorer LA Chargers @ PIT Steelers,,American Football,NFL
638624333552526511,Draftkings Sportsbook,round_robin_3,SETTLED_LOSS,,,,9,-9.00,09/20/2024 12:49:15 GMT,09/22/2024 20:00:00 GMT,Malik Nabers Anytime TD Scorer NY Giants @ CLE Browns | Tank Dell Anytime TD Scorer HOU Texans @ MIN Vikings | Brock Bowers Anytime TD Scorer CAR Panthers @ LV Raiders | Brian Robinson Jr. Anytime TD Scorer WAS Commanders @ CIN Bengals,,American Football,NFL
638624333563951351,Draftkings Sportsbook,parlay,SETTLED_LOSS,64.38,89.48,-0.2805,10,0.00,09/20/2024 12:49:15 GMT,09/22/2024 20:00:00 GMT,Malik Nabers Anytime TD Scorer NY Giants @ CLE Browns | Tank Dell Anytime TD Scorer HOU Texans @ MIN Vikings | Brock Bowers Anytime TD Scorer CAR Panthers @ LV Raiders | Brian Robinson Jr. Anytime TD Scorer WAS Commanders @ CIN Bengals,,American Football,NFL
638624614616758413,Draftkings Sportsbook,parlay,SETTLED_LOSS,5.45,,,7.5,-7.50,09/20/2024 20:37:42 GMT,09/22/2024 20:00:00 GMT,HOU Texans -2 Spread Alternate HOU Texans @ MIN Vikings | Under 6.5 Tank Dell Rushing Yards O/U HOU Texans @ MIN Vikings,,American Football,NFL
638622947599104313,Draftkings Sportsbook,parlay,SETTLED_LOSS,11.56,,,10,0.00,09/18/2024 22:19:20 GMT,09/22/2024 20:00:00 GMT,Under 163.5 Jacoby Brissett Passing Yards O/U NE Patriots @ NY Jets | Under 223.5 Jalen Hurts Passing Yards O/U PHI Eagles @ NO Saints | Under 262.5 C.J. Stroud Passing Yards O/U HOU Texans @ MIN Vikings | Under 203.5 Jayden Daniels Passing Yards O/U WAS Commanders @ CIN Bengals,,American Football,NFL
638626152018344603,Draftkings Sportsbook,parlay,SETTLED_LOSS,5.64,,,10,-10.00,09/22/2024 15:20:02 GMT,09/22/2024 19:03:46 GMT,Under 1.5 Kirk Cousins Rushing Attempts O/U KC Chiefs @ ATL Falcons | Under 2.5 Devaughn Vele Receptions O/U DEN Broncos @ TB Buccaneers | No Both Teams to Score 1+ Passing TD NY Giants @ CLE Browns | Under 7.5 O/U 3rd Quarter CAR Panthers @ LV Raiders,,American Football,NFL
638626176793799770,Draftkings Sportsbook,parlay,SETTLED_LOSS,8.02,6.22,0.2891,10,-10.00,09/22/2024 16:01:19 GMT,09/22/2024 18:26:58 GMT,Over 1.5 Total Runs - 1st 3 Innings TOR Blue Jays @ TB Rays | Under 4.5 Total Runs - 1st 5 Innings PHI Phillies @ NY Mets | Over 1.5 Total Runs - 1st 3 Innings CHI White Sox @ SD Padres | Under 4.5 Total Runs - 1st 5 Innings PIT Pirates @ CIN Reds,,Baseball,MLB
PlacedBet:s6IpSMJrFWIgmiMSjJJknfGXq2g=,ESPNBet,parlay,SETTLED_LOSS,6.50,,,15,0.00,09/22/2024 13:27:31 GMT,09/22/2024 18:26:52 GMT,Over 10.5 Points 1st Half TB Buccaneers Total Points Denver Broncos @ Tampa Bay Buccaneers | Under 20.5 1st Half Total Points Denver Broncos @ Tampa Bay Buccaneers,,American Football,NFL
PlacedBet:n3gb/fYhikvFXFusJwYz+BgDQxU=,ESPNBet,parlay,SETTLED_LOSS,6.84,5.75,0.1896,10,-10.00,09/21/2024 13:38:55 GMT,09/22/2024 17:39:20 GMT,Under 5.5 MIN Twins Total Runs Minnesota Twins @ Boston Red Sox | Under 11.5 Total Corners Sporting Kansas City vs Minnesota Utd | Over 3.5 Arsenal Total Corners Manchester City vs Arsenal | Over 0.5 PIT Steelers 1st Half Total Touchdowns Los Angeles Chargers @ Pittsburgh Steelers,,American Football | Baseball | Soccer,MLB | NFL | English Premier League | MLS
PlacedBet:G0e140M1rbaJmNagMSrGzl21OhU=,ESPNBet,parlay,SETTLED_LOSS,4.20,,,10,-10.00,09/21/2024 14:11:06 GMT,09/22/2024 17:32:42 GMT,Over 2.5 NY Giants 1st Quarter Total Points New York Giants @ Cleveland Browns | Under 3.5 CLE Browns 1st Quarter Total Points New York Giants @ Cleveland Browns,,American Football,NFL
638625245808279363,Draftkings Sportsbook,parlay,SETTLED_LOSS,3.80,,,10,-10.00,09/21/2024 14:09:40 GMT,09/22/2024 17:05:46 GMT,Under 3.5 CLE Browns: Team Total Points - 1st Quarter NY Giants @ CLE Browns | Under 2.5 NY Giants: Team Total Points - 1st Quarter NY Giants @ CLE Browns,,American Football,NFL
638626130052326507,Draftkings Sportsbook,parlay,SETTLED_LOSS,11.60,,,10,0.00,09/22/2024 14:43:26 GMT,09/22/2024 15:55:09 GMT,No Both Teams to Score Man City vs Arsenal | Over 2.5 Total Runs - 1st 3 Innings NY Yankees @ OAK Athletics | WAS Nationals 1st 5 Innings WAS Nationals @ CHI Cubs,,Baseball | Soccer,MLB | English Premier League
PlacedBet:q8ObD9CEiBT/6gU5x6wZ7aqQi3I=,ESPNBet,parlay,SETTLED_LOSS,10.67,8.05,0.3264,10,-10.00,09/21/2024 22:27:08 GMT,09/22/2024 04:06:26 GMT,HOU Astros -1.5 Run Line Los Angeles Angels @ Houston Astros | Over 9.5 Total Runs Colorado Rockies @ Los Angeles Dodgers | Under 7.5 Total Runs Seattle Mariners @ Texas Rangers,,Baseball,MLB
638625419105461985,Draftkings Sportsbook,straight,SETTLED_LOSS,2.80,,,10,-10.00,09/21/2024 18:58:31 GMT,09/22/2024 02:35:00 GMT,Toyota Winning Manufacturer Bass Pro Shops Night Race 2024,,,
PlacedBet:Zd5fY/tpbw1tALdv8Dw+fLtOYfE=,ESPNBet,parlay,SETTLED_LOSS,6.48,4.65,0.3921,10,-10.00,09/21/2024 19:34:08 GMT,09/22/2024 02:11:36 GMT,Over 8.5 Total Corners Columbus Crew vs Orlando City SC | Over 4.5 Second Half Total Corners Fiorentina vs Lazio | Under 5.5 VfB Stuttgart Total Corners VfB Stuttgart vs Borussia Dortmund,,Soccer,MLS | Serie A | Bundesliga
PlacedBet:HX17WcBJK+JoiBm4iBQTs1q4GWk=,ESPNBet,parlay,SETTLED_LOSS,6.21,4.37,0.4203,10,-10.00,09/20/2024 22:26:17 GMT,09/22/2024 02:11:35 GMT,OAK Athletics +1.5 1st 5 Innings Run Line New York Yankees @ Oakland Athletics | Under 46.5 Total Points New Mexico State Aggies @ Sam Houston State Bearkats | Over 8.5 Total Corners Columbus Crew vs Orlando City SC,,American Football | Baseball | Soccer,MLB | NCAAFB | MLS
638625527066902009,Draftkings Sportsbook,straight,SETTLED_LOSS,2.16,1.95,0.1063,10,-10.00,09/21/2024 21:58:27 GMT,09/22/2024 01:32:25 GMT,Oklahoma +3.5 Spread 1st Half Tennessee @ Oklahoma,,American Football,NCAAFB
O/0586450/0001746,Fanduel Sportsbook,straight,SETTLED_WIN,2.62,2.06,0.2718,20,32.40,09/21/2024 18:42:13 GMT,09/22/2024 00:32:03 GMT,Tennessee -1.5 1st Quarter Spread Tennessee @ Oklahoma,,American Football,NCAAFB
638625299093663665,Draftkings Sportsbook,parlay,SETTLED_LOSS,5.15,4.17,0.2341,10,-10.00,09/21/2024 15:38:30 GMT,09/21/2024 22:30:00 GMT,Memphis Winner Memphis @ Navy | Central Michigan Winner Ball State @ Central Michigan | Arkansas +7.5 Spread Alternate Arkansas @ Auburn | Western Kentucky +7.5 Spread Alternate Toledo @ Western Kentucky,,American Football,NCAAFB
O/0586450/0001745,Fanduel Sportsbook,parlay,SETTLED_WIN,7.93,,,15,104.05,09/21/2024 15:30:24 GMT,09/21/2024 21:11:37 GMT,Over 9.5 Michigan Total Points - First Half USC @ Michigan | Under 22.5 1st Half Total USC @ Michigan,,American Football,NCAAFB
638624657755486279,Draftkings Sportsbook,straight,SETTLED_LOSS,2.12,1.87,0.1340,10,-10.00,09/20/2024 21:49:36 GMT,09/21/2024 21:11:11 GMT,Over 20.5 O/U 1st Half USC @ Michigan,,American Football,NCAAFB
638625232857141411,Draftkings Sportsbook,parlay,SETTLED_WIN,4.77,,,10,37.70,09/21/2024 13:48:06 GMT,09/21/2024 21:05:54 GMT,Over 3.5 Valencia Total Corners Valencia vs Girona | Over 2.5 Each Team Total Corners Valencia vs Girona | Over 2.5 Real Madrid Total Corners - 1st Half Real Madrid vs Espanyol | Over 6.5 Real Madrid Total Corners Real Madrid vs Espanyol,,Soccer,La Liga
638625315892052409,Draftkings Sportsbook,parlay,SETTLED_LOSS,398.69,,,5,-5.00,09/21/2024 16:06:29 GMT,09/21/2024 19:06:29 GMT,North Carolina -11.5 Spread Alternate Live Betting James Madison @ North Carolina | Clemson -10.5 Spread Alternate Live Betting NC State @ Clemson | Kentucky -13.5 Spread Alternate Ohio @ Kentucky | Iowa State -13.5 Spread Alternate Arkansas State @ Iowa State | Utah State Winner Utah State @ Temple | Northern Illinois -6.5 Spread Alternate Buffalo @ Northern Illinois | Memphis Winner Memphis @ Navy | Missouri -18 Spread Vanderbilt @ Missouri | Under 52 O/U Vanderbilt @ Missouri | Texas A&M -13.5 Spread Alternate Bowling Green @ Texas A&M | Under 51 O/U Bowling Green @ Texas A&M,,American Football,NCAAFB
PlacedBet:XWniptWi/k28m1ZLO9tXbXE8E1Q=,ESPNBet,parlay,SETTLED_LOSS,6.78,4.33,0.5646,10,-10.00,09/21/2024 15:27:38 GMT,09/21/2024 19:04:18 GMT,Houston -3.5 Game Spread Houston Cougars @ Cincinnati Bearcats | Under 74.5 Total Points Georgia Southern Eagles @ Ole Miss Rebels,,American Football,NCAAFB
O/0586450/0001743,Fanduel Sportsbook,parlay,SETTLED_LOSS,7.07,4.55,0.5522,20,-20.00,09/20/2024 21:24:43 GMT,09/21/2024 18:46:20 GMT,Ball State 4.5 1st Half Spread Ball State @ Central Michigan | Texas Tech (+4.5) Alternate Spread Arizona State @ Texas Tech | Under 27.5 1st Half Total East Carolina @ Liberty,,American Football,NCAAFB
638625216365375949,Draftkings Sportsbook,parlay,SETTLED_LOSS,4.41,,,10,-10.00,09/21/2024 13:20:38 GMT,09/21/2024 16:24:27 GMT,Under 1.5 Total Goals - 1st Half Aston Villa vs Wolves | Under 3.5 Total Goals Aston Villa vs Wolves | Over 10.5 Total Corners Tottenham vs Brentford | Over 5.5 Total Corners - 2nd Half Tottenham vs Brentford,,Soccer,English Premier League
638624533799990581,Draftkings Sportsbook,parlay,SETTLED_WIN,4.88,,,10,38.80,09/20/2024 18:22:59 GMT,09/21/2024 14:11:10 GMT,Over 3.5 Valladolid Total Corners Valladolid vs Real Sociedad | Over 2.5 Each Team Total Corners Valladolid vs Real Sociedad | Over 3.5 Sevilla Total Corners Alaves vs Sevilla | Over 1.5 Sevilla Total Corners - 2nd Half Alaves vs Sevilla,,Soccer,La Liga
PlacedBet:6IaFHuH1jZP1I9z8Mr/A0F8PG+I=,ESPNBet,parlay,SETTLED_WIN,2.56,,,10,15.55,09/19/2024 19:58:34 GMT,09/21/2024 07:55:48 GMT,Over 12.5 V. Kudermetova Total Games Viktoriya Tomova vs Veronika Kudermetova | F. Marozsan -4.5 Games Handicap Rinky Hijikata vs Fabian Marozsan | A. Mannarino Match Winner Yi Zhou vs Adrian Mannarino,,Tennis,TENNIS
638624507213492463,Draftkings Sportsbook,straight,SETTLED_LOSS,4.35,3.60,0.2083,10,-10.00,09/20/2024 17:38:41 GMT,09/21/2024 04:17:17 GMT,1+ Aaron Judge Home Runs NY Yankees @ OAK Athletics,,Baseball,MLB
O/0586450/0001744,Fanduel Sportsbook,parlay,SETTLED_LOSS,7.84,,,10,-10.00,09/20/2024 21:39:12 GMT,09/21/2024 03:16:49 GMT,Patrick Bailey To Hit a Single San Francisco Giants (M Black) @ Kansas City Royals (M Wacha) | Kyle Isbel To Hit a Single San Francisco Giants (M Black) @ Kansas City Royals (M Wacha) | Jordan Walker To Record A Hit Cleveland Guardians (B Lively) @ St. Louis Cardinals (K Gibson),,Baseball,MLB
638624655624714569,Draftkings Sportsbook,parlay,SETTLED_LOSS,2.53,,,10,-10.00,09/20/2024 21:46:02 GMT,09/21/2024 03:00:00 GMT,Over 27.5 Nebraska: Team Total Points Illinois @ Nebraska | Over 2.5 Nebraska: Team Total Touchdowns Illinois @ Nebraska,,American Football,NCAAFB
PlacedBet:PbQKY7JzonluumHK78m9GH3DVMA=,ESPNBet,parlay,SETTLED_WIN,7.64,6.19,0.2356,10,66.44,09/20/2024 17:31:20 GMT,09/21/2024 02:57:48 GMT,MIA Marlins +1.5 1st 5 Innings Run Line Atlanta Braves @ Miami Marlins | Over 3.5 ARI Diamondbacks Total Runs Arizona Diamondbacks @ Milwaukee Brewers | Over 1.5 LA Angels Total Runs Los Angeles Angels @ Houston Astros | Under 2.5 1st 5 Innings SD Padres Total Runs Chicago White Sox @ San Diego Padres,,Baseball,MLB
638624508438230575,Draftkings Sportsbook,parlay,SETTLED_LOSS,11.97,,,5,-5.00,09/20/2024 17:40:44 GMT,09/21/2024 01:50:00 GMT,Under 5.5 Alternate NY Mets Total Runs PHI Phillies @ NY Mets | Over 2.5 Alternate PHI Phillies Total Runs PHI Phillies @ NY Mets | PHI Phillies +0.5 Run Line - 4th Inning PHI Phillies @ NY Mets | PHI Phillies +0.5 Run Line - 5th Inning PHI Phillies @ NY Mets | PHI Phillies +1 Run Line Alternate PHI Phillies @ NY Mets | Under 5.5 Alternate TB Rays Total Runs TOR Blue Jays @ TB Rays | Over 2.5 Alternate TOR Blue Jays Total Runs TOR Blue Jays @ TB Rays | TOR Blue Jays +0.5 Run Line - 3rd Inning TOR Blue Jays @ TB Rays | TOR Blue Jays +0.5 Run Line - 4th Inning TOR Blue Jays @ TB Rays | TOR Blue Jays +0.5 Run Line - 5th Inning TOR Blue Jays @ TB Rays | TOR Blue Jays +1.5 Run Line Alternate TOR Blue Jays @ TB Rays,,Baseball,MLB
O/0586450/0001741,Fanduel Sportsbook,parlay,SETTLED_LOSS,6.36,,,12.5,-12.50,09/19/2024 15:28:05 GMT,09/20/2024 03:23:48 GMT,Rhamondre Stevenson Over 64.5 Rhamondre Stevenson - Rushing Yds New England Patriots @ New York Jets | Rhamondre Stevenson Under 15.5 Rhamondre Stevenson - Receiving Yds New England Patriots @ New York Jets | Jacoby Brissett Over 10.5 Jacoby Brissett - Rushing Yds New England Patriots @ New York Jets,,American Football,NFL
638623716481111794,Draftkings Sportsbook,parlay,SETTLED_LOSS,8.50,,,10,-10.00,09/19/2024 19:40:47 GMT,09/20/2024 03:15:00 GMT,Under 31.5 Breece Hall Receiving Yards O/U NE Patriots @ NY Jets | Under 23.5 NE Patriots: Team Total Points NE Patriots @ NY Jets | Under 27.5 Mike Williams Receiving Yards O/U NE Patriots @ NY Jets | Under 66.5 Garrett Wilson Receiving Yards O/U NE Patriots @ NY Jets,,American Football,NFL
638623808689750168,Draftkings Sportsbook,parlay,SETTLED_LOSS,7.50,,,10,0.00,09/19/2024 22:14:29 GMT,09/20/2024 03:15:00 GMT,Under 13.5 NE Patriots: Team Total Points NE Patriots @ NY Jets | 60+ Rhamondre Stevenson Rushing Yards NE Patriots @ NY Jets | Over 0.5 Jacoby Brissett Interceptions Thrown O/U NE Patriots @ NY Jets,,American Football,NFL
O/0586450/0001449,Fanduel Sportsbook,straight,SETTLED_WIN,2.46,,,20,29.20,07/04/2024 16:59:18 GMT,09/20/2024 02:22:55 GMT,No Chicago Sky to Make the 2024 WNBA Playoffs Chicago Sky to Make the 2024 WNBA Playoffs,,,
638623814694499748,Draftkings Sportsbook,parlay,SETTLED_LOSS,18.37,,,10,-10.00,09/19/2024 22:24:28 GMT,09/20/2024 02:00:00 GMT,LV Aces +3.5 Spread DAL Wings @ LV Aces | Over 170.5 O/U DAL Wings @ LV Aces | CHI Sky +14 Spread CHI Sky @ CON Sun | Over 153 O/U CHI Sky @ CON Sun,,Basketball,WNBA
PlacedBet:WPjuRDHXZNfHKIX+NhXkCvrfebo=,ESPNBet,parlay,SETTLED_LOSS,8.81,7.19,0.2249,10,-10.00,09/19/2024 22:35:28 GMT,09/20/2024 01:02:37 GMT,Over 1.5 Jarren Duran Total Bases Boston Red Sox @ Tampa Bay Rays | CHI Cubs -1.5 Run Line Washington Nationals @ Chicago Cubs | HOU Astros -1.5 Run Line Los Angeles Angels @ Houston Astros,,Baseball,MLB
PlacedBet:tq3g2zzibzduxoyVsI2mYuY+W1Y=,ESPNBet,parlay,SETTLED_LOSS,9.80,6.07,0.6140,10,-10.00,09/19/2024 19:02:03 GMT,09/20/2024 00:57:41 GMT,NY Liberty -4.5 Game Spread Atlanta Dream @ New York Liberty | IND Fever +4.5 Game Spread Indiana Fever @ Washington Mystics | MIN Lynx -4.5 Game Spread Los Angeles Sparks @ Minnesota Lynx,,Basketball,WNBA
O/0586450/0001742,Fanduel Sportsbook,straight,SETTLED_LOSS,4.16,2.55,0.6314,20,-20.00,09/19/2024 20:59:44 GMT,09/20/2024 00:50:01 GMT,Yes 1st Quarter Both Teams to Score New England Patriots @ New York Jets,,American Football,NFL
638622942167810004,Draftkings Sportsbook,parlay,SETTLED_LOSS,4.70,,,7.5,-7.50,09/18/2024 22:10:16 GMT,09/20/2024 00:16:07 GMT,Over 7.5 Appalachian State: Team Total Points - 1st Quarter South Alabama @ Appalachian State | Over 6.5 South Alabama: Team Total Points - 1st Quarter South Alabama @ Appalachian State,,American Football,NCAAFB
638623531798614651,Draftkings Sportsbook,parlay,SETTLED_LOSS,7.05,4.68,0.5058,10,-10.00,09/19/2024 14:33:00 GMT,09/20/2024 00:00:59 GMT,Over 1.5 Total Runs - 1st 3 Innings BOS Red Sox @ TB Rays | Over 1.5 Total Runs - 1st 3 Innings PIT Pirates @ STL Cardinals | Over 1.5 Total Runs - 1st 3 Innings ARI Diamondbacks @ MIL Brewers | Over 3.5 Total Runs - 1st 5 Innings WAS Nationals @ CHI Cubs,,Baseball,MLB
PlacedBet:utt3kM4N7L54Hf4jH9dOQfkSqpM=,ESPNBet,straight,SETTLED_WIN,11.00,,,50,500.00,12/15/2023 23:18:03 GMT,09/19/2024 23:00:17 GMT,Shohei Ohtani To Hit Over 49.5 Home Runs In the 2024 Regular Season Hit Now Get Paid Later Hit Now Get Paid Later,,,
638622723724008673,Draftkings Sportsbook,straight,SETTLED_LOSS,2.70,2.85,-0.0526,10,-10.00,09/18/2024 16:06:13 GMT,09/19/2024 02:31:27 GMT,PIT Pirates Moneyline PIT Pirates @ STL Cardinals,,Baseball,MLB
PlacedBet:nO1Ox0JHCSzBuNgQhhFyJkPrzFE=,ESPNBet,parlay,SETTLED_LOSS,6.77,5.04,0.3422,10,-10.00,09/18/2024 17:45:43 GMT,09/19/2024 01:29:36 GMT,Under 4.5 HOU Astros Total Runs Houston Astros @ San Diego Padres | Under 4.5 CLE Guardians Total Runs Minnesota Twins @ Cleveland Guardians | Over 2.5 KC Royals Total Runs Detroit Tigers @ Kansas City Royals | Under 5.5 STL Cardinals Total Runs Pittsburgh Pirates @ St. Louis Cardinals,,Baseball,MLB
O/0586450/0001740,Fanduel Sportsbook,parlay,SETTLED_LOSS,47.03,21.38,1.2001,5,-5.00,09/18/2024 14:25:07 GMT,09/18/2024 21:02:03 GMT,Chicago Cubs +1.5 Alternate Run Lines Oakland Athletics (B Basso) @ Chicago Cubs (J Steele) | Arizona Diamondbacks +1.5 Alternate Run Lines Arizona Diamondbacks (E Rodriguez) @ Colorado Rockies (A Gomber) | Los Angeles Angels +2.5 Alternate Run Lines Chicago White Sox (J Shuster) @ Los Angeles Angels (J Kochanowicz) | San Diego Padres +2.5 Alternate Run Lines Houston Astros (F Valdez) @ San Diego Padres (D Cease) | Cleveland Guardians +2.5 Alternate Run Lines Minnesota Twins (B Ober) @ Cleveland Guardians (T Bibee) | Atlanta Braves +1.5 Alternate Run Lines Atlanta Braves (S Schwellenbach) @ Cincinnati Reds (J Junis) | Under 1st Inning Over/Under 1.5 Runs Boston Red Sox (T Houck) @ Tampa Bay Rays (R Pepiot) | Washington Nationals +2.5 Alternate Run Lines Washington Nationals (D Herz) @ New York Mets (J Quintana) | Milwaukee Brewers +2.5 Alternate Run Lines Philadelphia Phillies (A Nola) @ Milwaukee Brewers (F Peralta) | Kansas City Royals +3.5 Alternate Run Lines Detroit Tigers (T Skubal) @ Kansas City Royals (A Marsh) | St. Louis Cardinals +1.5 Alternate Run Lines Pittsburgh Pirates (J Woodford) @ St. Louis Cardinals (S Gray) | Texas Rangers +2.5 Alternate Run Lines Toronto Blue Jays (B Francis) @ Texas Rangers (C Bradford),,Baseball,MLB
638622650575306043,Draftkings Sportsbook,parlay,SETTLED_LOSS,6.80,,,10,-10.00,09/18/2024 14:04:18 GMT,09/18/2024 19:14:23 GMT,Under 1.5 Real Betis Total Goals Real Betis vs Getafe | Over 3.5 Total Corners - 1st Half Real Betis vs Getafe | Under 1.5 Total Goals - 1st Half Man City vs Inter Milan | Over 8.5 Total Corners Man City vs Inter Milan,,Soccer,UEFA Champions League | La Liga
O/0586450/0001739,Fanduel Sportsbook,parlay,SETTLED_WIN,7.06,,,15,90.96,09/17/2024 22:27:40 GMT,09/18/2024 04:17:14 GMT,Josh Jung To Hit a Single Toronto Blue Jays (C Bassitt) @ Texas Rangers (N Eovaldi) | Ernie Clement To Hit a Single Toronto Blue Jays (C Bassitt) @ Texas Rangers (N Eovaldi) | Jeremy Pena To Record A Hit Houston Astros (H Brown) @ San Diego Padres (M King),,Baseball,MLB
O/0586450/0001738,Fanduel Sportsbook,parlay,SETTLED_LOSS,9.81,,,15,-15.00,09/17/2024 19:06:14 GMT,09/18/2024 03:54:27 GMT,A'ja Wilson Under 39.5 A'ja Wilson - Pts + Reb Las Vegas Aces @ Seattle Storm | Kelsey Plum Under 19.5 Kelsey Plum - Pts + Reb Las Vegas Aces @ Seattle Storm | Jackie Young Under 22.5 Jackie Young - Pts + Reb + Ast Las Vegas Aces @ Seattle Storm,,Basketball,WNBA
