name,threesMade,over_under,DraftKings,FanDuel
Aaron Gordon,0.5,Over,-235.0,
Aaron Gordon,0.5,Under,175.0,
Aaron Gordon,1.5,Over,190.0,
Aaron Gordon,2.5,Over,650.0,
Aaron Gordon,3.5,Over,2000.0,
Aaron Nesmith,0.5,Over,-320.0,-400.0
Aaron Nesmith,0.5,Under,,270.0
Aaron Nesmith,1.5,Over,132.5,117.33333333333333
Aaron Nesmith,1.5,Under,-175.0,-152.0
Aaron Nesmith,2.5,Over,400.0,350.0
Aaron Nesmith,2.5,Under,,-550.0
Aaron Nesmith,3.5,Over,1100.0,900.0
Aaron Nesmith,3.5,Under,,-3000.0
Aaron Wiggins,0.5,Over,-390.0,-355.0
Aaron Wiggins,0.5,Under,,250.0
Aaron Wiggins,1.5,Over,112.0,126.66666666666667
Aaron Wiggins,1.5,Under,-145.0,-165.0
Aaron Wiggins,2.5,Over,330.0,370.0
Aaron Wiggins,2.5,Under,,-580.0
Aaron Wiggins,3.5,Over,850.0,900.0
Aaron Wiggins,3.5,Under,,-3000.0
Aaron Wiggins,4.5,Over,2200.0,
Alexandre Sarr,0.5,Over,-450.0,-460.0
Alexandre Sarr,1.5,Over,-2.5,108.0
Alexandre Sarr,1.5,Under,-130.0,-138.0
Alexandre Sarr,2.5,Over,295.0,330.0
Alexandre Sarr,3.5,Over,800.0,870.0
Alexandre Sarr,4.5,Over,2200.0,
Amir Coffey,0.5,Over,-575.0,-620.0
Amir Coffey,1.5,Over,-127.5,-128.0
Amir Coffey,1.5,Under,-105.0,100.0
Amir Coffey,2.5,Over,220.0,240.0
Amir Coffey,3.5,Over,600.0,600.0
Amir Coffey,4.5,Over,1500.0,1500.0
Andrew Nembhard,0.5,Over,-185.0,
Andrew Nembhard,0.5,Under,140.0,
Andrew Nembhard,1.5,Over,230.0,
Andrew Nembhard,2.5,Over,800.0,
Andrew Nembhard,3.5,Over,2800.0,
Andrew Wiggins,0.5,Over,-1200.0,-1425.0
Andrew Wiggins,1.5,Over,-245.0,-240.0
Andrew Wiggins,1.5,Under,,174.0
Andrew Wiggins,2.5,Over,125.0,139.33333333333334
Andrew Wiggins,2.5,Under,-166.0,-183.0
Andrew Wiggins,3.5,Over,310.0,350.0
Andrew Wiggins,3.5,Under,,-550.0
Andrew Wiggins,4.5,Over,750.0,800.0
Andrew Wiggins,4.5,Under,,-2000.0
Andrew Wiggins,5.5,Over,1900.0,1500.0
Andrew Wiggins,5.5,Under,,-10000.0
Anfernee Simons,0.5,Over,,-6000.0
Anfernee Simons,1.5,Over,-750.0,-700.0
Anfernee Simons,2.5,Over,-250.0,-215.0
Anfernee Simons,3.5,Over,102.5,120.0
Anfernee Simons,3.5,Under,-135.0,-154.0
Anfernee Simons,4.5,Over,210.0,270.0
Anfernee Simons,5.5,Over,450.0,600.0
Anfernee Simons,6.5,Over,950.0,1060.0
Anfernee Simons,7.5,Over,2000.0,1800.0
Anthony Edwards,1.5,Over,-1600.0,-1425.0
Anthony Edwards,2.5,Over,-450.0,-370.0
Anthony Edwards,2.5,Under,,260.0
Anthony Edwards,3.5,Over,-170.5,-150.0
Anthony Edwards,3.5,Under,130.0,116.0
Anthony Edwards,4.5,Over,125.0,148.0
Anthony Edwards,4.5,Under,,-198.0
Anthony Edwards,5.5,Over,255.0,285.0
Anthony Edwards,5.5,Under,,-420.0
Anthony Edwards,6.5,Over,500.0,560.0
Anthony Edwards,6.5,Under,,-1100.0
Anthony Edwards,7.5,Over,1000.0,1060.0
Anthony Edwards,8.5,Over,2000.0,1700.0
Bam Adebayo,0.5,Over,-170.0,
Bam Adebayo,1.5,Over,270.0,
Bam Adebayo,2.5,Over,1000.0,
Ben Sheppard,0.5,Over,-210.0,
