name,threesMade,over_under,DraftKings,FanDuel
Aaron Wiggins,0.5,Over,-390.0,-390.0
Aaron Wiggins,1.5,Over,109.5,119.0
Aaron Wiggins,1.5,Under,-145.0,-150.0
Aaron Wiggins,2.5,Over,320.0,380.0
Aaron Wiggins,3.5,Over,850.0,1000.0
Aaron Wiggins,4.5,Over,2000.0,
Alex Caruso,0.5,Over,-191.5,
Alex Caruso,0.5,Under,145.0,
Alex Caruso,1.5,Over,200.0,
Alex Caruso,2.5,Over,600.0,
Alex Caruso,3.5,Over,1700.0,
Bam Adebayo,0.5,Over,-165.0,
Bam Adebayo,0.5,Under,124.0,
Bam Adebayo,1.5,Over,275.0,
Bam Adebayo,2.5,Over,1000.0,
Bilal Coulibaly,0.5,Over,,-330.0
Bilal Coulibaly,1.5,Over,,130.0
Bilal Coulibaly,1.5,Under,,-166.0
Bilal Coulibaly,2.5,Over,,420.0
Bilal Coulibaly,3.5,Over,,1100.0
Bradley Beal,1.5,Over,-180.0,
Bradley Beal,1.5,Under,140.0,
Brook Lopez,0.5,Over,,-600.0
Brook Lopez,1.5,Over,,-124.0
Brook Lopez,1.5,Under,,100.0
Brook Lopez,2.5,Over,,250.0
Brook Lopez,3.5,Over,,750.0
Cade Cunningham,0.5,Over,-1100.0,-1100.0
Cade Cunningham,1.5,Over,-220.0,-220.0
Cade Cunningham,2.5,Over,135.0,137.5
Cade Cunningham,2.5,Under,-180.0,-180.0
Cade Cunningham,3.5,Over,320.0,350.0
Cade Cunningham,4.5,Over,750.0,800.0
Cade Cunningham,5.5,Over,1700.0,
Cameron Johnson,0.5,Over,-2000.0,-2100.0
Cameron Johnson,1.5,Over,-380.0,-410.0
Cameron Johnson,2.5,Over,-137.5,-138.5
Cameron Johnson,2.5,Under,105.0,112.0
Cameron Johnson,3.5,Over,160.0,180.0
Cameron Johnson,4.5,Over,340.0,420.0
Cameron Johnson,5.5,Over,700.0,800.0
Cameron Johnson,6.5,Over,1400.0,1800.0
Cameron Johnson,7.5,Over,2500.0,
Carlton Carrington,0.5,Over,,-600.0
Carlton Carrington,1.5,Over,,-138.5
Carlton Carrington,1.5,Under,,112.0
Carlton Carrington,2.5,Over,,230.0
Carlton Carrington,3.5,Over,,600.0
Carlton Carrington,4.5,Over,,1300.0
Chet Holmgren,0.5,Over,-285.0,-260.0
Chet Holmgren,1.5,Over,157.5,180.0
Chet Holmgren,1.5,Under,-210.0,-235.0
Chet Holmgren,2.5,Over,475.0,600.0
Chet Holmgren,3.5,Over,1400.0,
Chris Paul,0.5,Over,-425.0,-380.0
Chris Paul,1.5,Over,102.5,120.0
Chris Paul,1.5,Under,-135.0,-154.0
Chris Paul,2.5,Over,320.0,400.0
Chris Paul,3.5,Over,850.0,1100.0
Chris Paul,4.5,Over,2200.0,
Damian Lillard,0.5,Over,,-3500.0
Damian Lillard,1.5,Over,,-600.0
