name,threesMade,over_under,DraftKings,FanDuel
AJ Green,0.5,Over,-380.0,
AJ Green,1.5,Over,117.5,
AJ Green,1.5,Under,-154.0,
AJ Green,2.5,Over,330.0,
AJ Green,3.5,Over,900.0,
AJ Green,4.5,Over,2200.0,
Al Horford,0.5,Over,-600.0,-770.0
Al Horford,1.5,Over,-132.5,-148.0
Al Horford,1.5,Under,100.0,116.0
Al Horford,2.5,Over,215.0,210.0
Al Horford,3.5,Over,600.0,540.0
Al Horford,4.5,Over,1500.0,1300.0
Amir Coffey,0.5,Over,-140.0,
Amir Coffey,0.5,Under,105.0,
Amir Coffey,1.5,Over,280.0,
Amir Coffey,2.5,Over,900.0,
Amir Coffey,3.5,Over,2500.0,
Bogdan Bogdanovic,0.5,Over,-425.0,-460.0
Bogdan Bogdanovic,1.5,Over,102.5,101.0
Bogdan Bogdanovic,1.5,Under,-135.0,-132.0
Bogdan Bogdanovic,2.5,Over,285.0,290.0
Bogdan Bogdanovic,3.5,Over,750.0,800.0
Bogdan Bogdanovic,4.5,Over,1800.0,
Brandin Podziemski,0.5,Over,-700.0,-520.0
Brandin Podziemski,1.5,Over,-165.0,-113.5
Brandin Podziemski,1.5,Under,,-114.0
Brandin Podziemski,2.5,Over,170.0,280.0
Brandin Podziemski,3.5,Over,425.0,700.0
Brandin Podziemski,4.5,Over,1000.0,
Brandin Podziemski,5.5,Over,2200.0,
Brook Lopez,0.5,Over,-650.0,-720.0
Brook Lopez,1.5,Over,-140.0,-144.0
Brook Lopez,1.5,Under,105.0,110.0
Brook Lopez,2.5,Over,185.0,220.0
Brook Lopez,3.5,Over,400.0,560.0
Brook Lopez,4.5,Over,1500.0,1300.0
Buddy Hield,0.5,Over,-1400.0,-2200.0
Buddy Hield,1.5,Over,-320.0,-340.0
Buddy Hield,2.5,Over,-125.0,-111.5
Buddy Hield,2.5,Under,,-118.0
Buddy Hield,3.5,Over,170.0,220.0
Buddy Hield,4.5,Over,350.0,500.0
Buddy Hield,5.5,Over,650.0,1000.0
Buddy Hield,6.5,Over,1300.0,1700.0
Buddy Hield,7.5,Over,2500.0,3500.0
Cameron Johnson,0.5,Over,,-3000.0
Cameron Johnson,1.5,Over,-380.0,-400.0
Cameron Johnson,2.5,Over,-127.5,-125.0
Cameron Johnson,2.5,Under,-105.0,-102.0
Cameron Johnson,3.5,Over,190.0,200.0
Cameron Johnson,4.5,Over,425.0,470.0
Cameron Johnson,5.5,Over,1000.0,900.0
Cameron Johnson,6.5,Over,2200.0,1700.0
D'Angelo Russell,0.5,Over,-1200.0,-1200.0
D'Angelo Russell,1.5,Over,-245.0,-215.0
D'Angelo Russell,2.5,Over,117.5,140.0
D'Angelo Russell,2.5,Under,-154.0,-180.0
D'Angelo Russell,3.5,Over,285.0,350.0
D'Angelo Russell,4.5,Over,650.0,750.0
D'Angelo Russell,5.5,Over,1500.0,1500.0
DaQuan Jeffries,0.5,Over,-650.0,-595.0
DaQuan Jeffries,1.5,Over,-142.5,-128.66666666666666
DaQuan Jeffries,1.5,Under,110.0,-1.0
DaQuan Jeffries,2.5,Over,195.0,237.5
DaQuan Jeffries,2.5,Under,,-340.0
DaQuan Jeffries,3.5,Over,500.0,630.0
DaQuan Jeffries,3.5,Under,,-1400.0
DaQuan Jeffries,4.5,Over,1300.0,1500.0
DaQuan Jeffries,4.5,Under,,-7000.0
Damian Lillard,0.5,Over,,-5000.0
Damian Lillard,1.5,Over,-600.0,-620.0
Damian Lillard,2.5,Over,-200.0,-184.0
Damian Lillard,3.5,Over,127.5,137.0
Damian Lillard,3.5,Under,-166.0,-182.0
Damian Lillard,4.5,Over,275.0,320.0
Damian Lillard,5.5,Over,600.0,630.0
Damian Lillard,6.5,Over,1300.0,1300.0
Damian Lillard,7.5,Over,,2500.0
Darius Garland,0.5,Over,,-4000.0
Darius Garland,1.5,Over,-425.0,-460.0
Darius Garland,2.5,Over,-135.0,-151.0
Darius Garland,2.5,Under,100.0,116.0
Darius Garland,3.5,Over,170.0,168.0
Darius Garland,4.5,Over,390.0,400.0
Darius Garland,5.5,Over,850.0,800.0
Darius Garland,6.5,Over,1900.0,1500.0
Darius Garland,7.5,Over,,3000.0
De'Andre Hunter,0.5,Over,-700.0,-530.0
De'Andre Hunter,1.5,Over,-142.5,-116.5
De'Andre Hunter,1.5,Under,100.0,-112.0
De'Andre Hunter,2.5,Over,180.0,260.0
De'Andre Hunter,3.5,Over,450.0,630.0
De'Andre Hunter,4.5,Over,1100.0,
De'Andre Hunter,5.5,Over,2800.0,
Derrick Jones,0.5,Over,-135.0,
Derrick Jones,0.5,Under,100.0,
Derrick Jones,1.5,Over,330.0,
Derrick Jones,2.5,Over,1100.0,
Derrick White,1.5,Over,-800.0,-1000.0
Derrick White,2.5,Over,-260.0,-290.0
Derrick White,3.5,Over,-107.5,-105.0
Derrick White,3.5,Under,-125.0,-122.0
Derrick White,4.5,Over,205.0,210.0
Derrick White,5.5,Over,425.0,440.0
Derrick White,6.5,Over,900.0,870.0
Derrick White,7.5,Over,1900.0,1500.0
Derrick White,8.5,Over,,3500.0
Donovan Mitchell,0.5,Over,,-4000.0
Donovan Mitchell,1.5,Over,-450.0,-480.0
Donovan Mitchell,2.5,Over,-147.5,-150.0
Donovan Mitchell,2.5,Under,114.0,114.0
Donovan Mitchell,3.5,Over,150.0,172.0
Donovan Mitchell,4.5,Over,330.0,420.0
Donovan Mitchell,5.5,Over,750.0,870.0
Donovan Mitchell,6.5,Over,1500.0,1500.0
Donovan Mitchell,7.5,Over,,3500.0
Draymond Green,0.5,Over,-450.0,
Draymond Green,1.5,Over,100.0,
