name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Alex Sarr,0.5,Over,-320.0,-325.0,-310.0
Alex Sarr,0.5,Under,,200.0,225.0
Alex Sarr,1.5,Over,142.5,135.0,149.33333333333334
Alex Sarr,1.5,Under,-188.0,-210.0,-197.0
Alex Sarr,2.5,Over,425.0,360.0,500.0
Alex Sarr,2.5,Under,,-800.0,-800.0
Alex Sarr,3.5,Over,1200.0,,1200.0
Alex Sarr,3.5,Under,,,-4500.0
Alperen Sengun,0.5,Over,170.0,160.0,
Alperen Sengun,0.5,Under,-230.0,-250.0,
Alperen Sengun,1.5,Over,1000.0,550.0,
Alperen Sengun,1.5,Under,,-2500.0,
Anthony Davis,0.5,Over,-177.5,-210.0,
Anthony Davis,0.5,Under,135.0,135.0,
Anthony Davis,1.5,Over,255.0,,
Anthony Davis,2.5,Over,900.0,,
Ausar Thompson,0.5,Over,-130.0,-115.0,
Ausar Thompson,0.5,Under,,-115.0,
Ausar Thompson,1.5,Over,370.0,340.0,
Ausar Thompson,1.5,Under,,-700.0,
Ausar Thompson,2.5,Over,,700.0,
Ausar Thompson,2.5,Under,,-4000.0,
Austin Reaves,0.5,Over,,,-1800.0
Austin Reaves,1.5,Over,-290.0,-325.0,-350.0
Austin Reaves,1.5,Under,,200.0,
Austin Reaves,2.5,Over,102.5,-115.0,-116.5
Austin Reaves,2.5,Under,-135.0,-115.0,-108.0
Austin Reaves,3.5,Over,255.0,210.0,220.0
Austin Reaves,3.5,Under,,-350.0,
Austin Reaves,4.5,Over,600.0,,550.0
Austin Reaves,5.5,Over,,,1100.0
Austin Reaves,6.5,Over,,,2800.0
Brandon Miller,0.5,Over,,,-5000.0
Brandon Miller,1.5,Over,,,-1225.0
Brandon Miller,2.5,Over,-390.0,,-335.0
Brandon Miller,2.5,Under,,,240.0
Brandon Miller,3.5,Over,-165.0,-160.0,-134.66666666666666
Brandon Miller,3.5,Under,124.0,115.0,105.0
Brandon Miller,4.5,Over,125.0,135.0,169.0
Brandon Miller,4.5,Under,,-210.0,-230.0
Brandon Miller,5.5,Over,255.0,,360.0
Brandon Miller,5.5,Under,,,-500.0
Brandon Miller,6.5,Over,500.0,,700.0
Brandon Miller,6.5,Under,,,-1450.0
Brandon Miller,7.5,Over,950.0,,1200.0
Bruce Brown Jr,0.5,Over,,130.0,
Bruce Brown Jr,0.5,Under,,-200.0,
Bruce Brown Jr,1.5,Over,,500.0,
Bruce Brown Jr,1.5,Under,,-1600.0,
CJ McCollum,0.5,Over,,,-4000.0
CJ McCollum,1.5,Over,-475.0,-550.0,-565.0
CJ McCollum,1.5,Under,,280.0,
CJ McCollum,2.5,Over,-162.5,-170.0,-170.0
CJ McCollum,2.5,Under,124.0,120.0,133.0
CJ McCollum,3.5,Over,140.0,145.0,143.5
CJ McCollum,3.5,Under,,-230.0,-192.0
CJ McCollum,4.5,Over,320.0,,300.0
CJ McCollum,4.5,Under,,,-500.0
CJ McCollum,5.5,Over,700.0,,650.0
CJ McCollum,5.5,Under,,,-1600.0
CJ McCollum,6.5,Over,,,1100.0
Cade Cunningham,0.5,Over,,,-2350.0
