,threesMade,name,player_id,game_id,game_date,season,team,height,exp,daysBetweenGames,gamesInFive,gamesInThree,oppGamesFive,oppGamesThree,oppDaysLastGame,netRest,home,tmGameCt,Starter,mvAvgstart,mvAvgThrees,mvAvgUsage,mvAvgOffRating,mvAvgMarginOffRating,mvAvgMinutes,mvAvgFtPrct,mvAvgThrPtPrct,seasonUsage,seasonOffRating,seasonFtPrct,seasonThrPtPrct,past3FtPrct,past3ThrPtPrct,past3Usage,past3OffRating,past3AvgThrees,mvAvgOppPace,mvAvgOppOpen3,mvAvgOppOpen3Rate,mvAvgOppWide3,mvAvgOppWide3Rate,mvAvgOppDefRating,seasonOppPace,seasonOppOpen3,seasonOppWide3,seasonOppDefRating,mvGood3Rate,mvAvgTeamPace,ra_fgaskew,ra_fgakurt,paint_fgaskew,paint_fgakurt,mid_fgaskew,mid_fgakurt,crn_fgaskew,crn_fgakurt,abv_fgaskew,abv_fgakurt,wide_fg3allowed,crn_fgallowed,abv_fgallowed,ra_residualsAllowed,paint_residualsAllowed,mid_residualsAllowed,threes_residualsAllowed,ra_fgallowedskew,ra_fgallowedkurt,paint_fgallowedskew,paint_fgallowedkurt,mid_fgallowedskew,mid_fgallowedkurt,crn_fgallowedskew,crn_fgallowedkurt,abv_fgallowedskew,abv_fgallowedkurt,ra_residualsAllowedskew,ra_residualsAllowedkurt,ra_residualsAllowedMv,paint_residualsAllowedskew,paint_residualsAllowedkurt,paint_residualsAllowedMv,mid_residualsAllowedskew,mid_residualsAllowedkurt,mid_residualsAllowedMv,threes_residualsAllowedskew,threes_residualsAllowedkurt,threes_residualsAllowedMv,crn_fgallowedMv,abv_fgallowedMv,wide_fg3allowedcoefVar,abv_kurtSkew,crn_kurtSkew,crn_fgaMv,abv_fgaMv,threesMadeMv,cornerRatio,crn_interaction,abv_interaction,wide_interaction,crResid_interaction,usage_interaction
69572,2,Jordan Poole,1629673,0022200002,2022-10-18,2022-23,GSW,76,3.0,10.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,2.1497005988023954,0.23614371257485034,106.87544910179643,,,0.8925619834710744,0.34375,0.23614371257485034,106.87544910179643,0.8925619834710744,0.34375,0.8925619834710744,0.34375,0.23614371257485034,106.87544910179643,2.1497005988023954,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,107.0,,,0.22487494136056768,-1.237334625303282,0.20159614605590287,-0.5857321549743714,0.6169562772827634,-0.3554563040509803,0.704614484417818,-0.3339274181021443,-0.04010421469177623,-0.8251511801807714,16.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.03309204008314219,-0.2352900955390156,0.5012186206731934,9.054257838324354,3.7226935196983795,-0.7351978563373132,0.0,0.0,,-0.0,
69573,0,Matisse Thybulle,1629680,0022200001,2022-10-18,2022-23,PHI,77,3.0,10.0,1,1,1.0,1.0,9.0,,0.0,1.0,0.0,,0.803680981595092,0.09857055214723927,109.82760736196313,,,0.6931818181818182,0.336986301369863,0.09857055214723927,109.82760736196313,0.6931818181818182,0.336986301369863,0.6931818181818182,0.336986301369863,0.09857055214723927,109.82760736196313,0.803680981595092,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,97.5,0.4025496768015322,0.49381134785731384,119.4,,,0.3019446152568869,-0.8544183089637636,1.791550914223327,2.6250000000000115,3.8729833462074166,14.999999999999995,0.40923745230824105,-0.7459715329839673,0.8407206199057488,-0.4698487108459007,23.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.39501149944428254,-0.3052794896528318,0.7365075114554404,0.24580006035940835,0.6393339424545402,1.269843310776022,0.0,0.0,,0.0,
69574,3,Grant Williams,1629684,0022200001,2022-10-18,2022-23,BOS,78,3.0,10.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,0.8917525773195877,0.12178865979381447,108.35051546391755,,,0.774869109947644,0.3793911007025761,0.12178865979381447,108.35051546391755,0.774869109947644,0.3793911007025761,0.774869109947644,0.3793911007025761,0.12178865979381447,108.35051546391755,0.8917525773195877,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,97.5,0.4025496768015322,0.49381134785731384,129.9,,,1.5355242898536816,2.7854973582393794,1.57953064861557,2.7168326213406706,2.272968452080367,4.784795190200593,0.06240471233199363,0.21942067450693187,0.20962363907744985,-1.1183900461871945,14.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.23444099138975694,0.01369288407229709,1.7669060116718904,1.0976528349938712,0.7742481294518713,0.3751551779993052,0.0,0.0,,0.0,
69575,0,James Wiseman,1630164,0022200002,2022-10-18,2022-23,GSW,83,2.0,10.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,0.3076923076923077,0.23920512820512818,101.51282051282051,,,0.627906976744186,0.3235294117647059,0.23920512820512818,101.51282051282051,0.627906976744186,0.3235294117647059,0.627906976744186,0.3235294117647059,0.23920512820512818,101.51282051282051,0.3076923076923077,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,107.0,,,1.6215699857544936,4.5472483914446,0.32051301489448025,-0.742043423704323,1.5787449373703626,2.0423129682388947,0.0,-3.0,0.25598422138410487,-0.504807692307763,16.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.1292228040641095,-0.0,0.0,0.2589078269732628,0.06371748278756037,0.824414167986588,0.0,0.0,,0.0,
69576,2,Tyrese Maxey,1630178,0022200001,2022-10-18,2022-23,PHI,74,2.0,10.0,1,1,1.0,1.0,9.0,,0.0,1.0,0.0,,1.2920353982300885,0.20036283185840703,110.29469026548672,,,0.8673469387755102,0.4011299435028249,0.20036283185840703,110.29469026548672,0.8673469387755102,0.4011299435028249,0.8673469387755102,0.4011299435028249,0.20036283185840703,110.29469026548672,1.2920353982300885,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,97.5,0.4025496768015322,0.49381134785731384,119.4,,,0.5290671138202723,-0.6397091671900191,0.1423776724514579,-1.4792283678860156,0.3513784378080763,-0.48394787031150616,0.9671110966131887,0.555851299795937,0.5997019189713426,-0.4570145826550374,23.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.2740725222161132,0.5375699600995149,0.880579113659591,3.1559483676059674,1.6696335914779605,-0.51461064452263,0.0,0.0,,-0.0,
69577,0,Jonathan Kuminga,1630228,0022200002,2022-10-18,2022-23,GSW,79,1.0,10.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,0.8135593220338984,0.22647457627118653,108.17796610169492,,,0.6827956989247311,0.36220472440944884,0.22647457627118653,108.17796610169492,0.6827956989247311,0.36220472440944884,0.6827956989247311,0.36220472440944884,0.22647457627118653,108.17796610169492,0.8135593220338984,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,107.0,,,0.2687183635402933,-0.6970298727699953,-0.29947270643938356,-0.23434910392681255,0.628044799734325,-0.6541640178003809,1.3388461517623682,2.4492672062267205,-0.26876674066050066,-1.273477215305469,16.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.34226832046306155,3.2791919736944113,0.3964693873347013,1.6662097024347324,0.07577763077629276,-0.51461064452263,0.0,0.0,,-0.0,
69578,1,Moses Moody,1630541,0022200002,2022-10-18,2022-23,GSW,77,1.0,10.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,1.1935483870967742,0.14309677419354844,102.51290322580645,,,0.7941176470588235,0.38823529411764707,0.14309677419354844,102.51290322580645,0.7941176470588235,0.38823529411764707,0.7941176470588235,0.38823529411764707,0.14309677419354844,102.51290322580645,1.1935483870967742,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,107.0,,,1.7997447655387881,3.2874617198465113,1.6319870856993872,1.3200511399957553,1.4073873102947176,1.2637362637362621,1.2551601952722364,0.9478703115066764,1.77814734671137,2.587216106171178,16.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.600451454557202,1.1897290852834757,1.2134460381440406,1.3625453395562406,0.6517275278885266,0.02128755332478359,0.0,0.0,,0.0,
69579,0,Austin Reaves,1630559,0022200002,2022-10-18,2022-23,LAL,77,1.0,10.0,1,1,1.0,1.0,9.0,,0.0,1.0,0.0,,0.9259259259259259,0.11912962962962961,109.59814814814814,,,0.8392857142857143,0.33557046979865773,0.11912962962962961,109.59814814814814,0.8392857142857143,0.33557046979865773,0.8392857142857143,0.33557046979865773,0.11912962962962961,109.59814814814814,0.9259259259259259,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,97.3,,,0.8565086411054884,0.4065934065934067,0.748794513706997,-0.29876373626373576,2.3221531542098965,6.089213816486545,1.096605429017946,0.6975583301492619,1.5631214235957338,2.1706148522757482,18.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.3929345779673112,0.7649462518983735,0.3683738427803527,1.417345704704221,0.16712227573998578,-0.51461064452263,0.0,0.0,,-0.0,
69580,0,Sam Hauser,1630573,0022200001,2022-10-18,2022-23,BOS,79,1.0,10.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,0.875,0.14306249999999998,104.95625000000001,,,0.759289372103107,0.37037037037037035,0.14306249999999998,104.95625000000001,0.759289372103107,0.37037037037037035,0.759289372103107,0.37037037037037035,0.14306249999999998,104.95625000000001,0.875,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,97.5,0.4025496768015322,0.49381134785731384,129.9,,,2.893627992848262,8.868131868131858,3.872983346207332,14.999999999999217,0.0,-3.0,1.172432297842763,0.5931718403819581,0.25598422138411725,-1.2935697115384641,14.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.3311334354142509,0.6954538238346398,1.0288363897210127,1.1156774570571546,0.6875220658652509,0.02128755332478359,0.0,0.0,,0.0,
69581,0,Scotty Pippen Jr.,1630590,0022200002,2022-10-18,2022-23,LAL,73,0.0,9.0,1,1,1.0,1.0,9.0,,0.0,1.0,0.0,,1.0280994998551192,0.16975937385264486,106.9007055757371,,,0.7715082359236877,0.3601297351151215,0.16975937385264486,106.9007055757371,0.7715082359236877,0.3601297351151215,0.7715082359236877,0.3601297351151215,0.16975937385264486,106.9007055757371,1.0280994998551192,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,97.3,,,1.1146200787865272,1.829604530003189,1.109984515046119,2.0357518860644883,1.4500685238875468,2.7429433384999387,0.7784902021740617,0.1536934123868212,0.57715693729751,-0.13160313117484637,18.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7783183489491282,0.6600015992990039,0.7658152128266918,2.1527050146676907,0.9390862406822627,0.0,0.0,0.0,,0.0,
69582,1,Max Christie,1631108,0022200002,2022-10-18,2022-23,LAL,77,0.0,9.0,1,1,1.0,1.0,9.0,,0.0,1.0,0.0,,0.8878993624867095,0.1614613315123692,106.90386263497969,,,0.7542148434169181,0.36217720200451164,0.1614613315123692,106.90386263497969,0.7542148434169181,0.36217720200451164,0.7542148434169181,0.36217720200451164,0.1614613315123692,106.90386263497969,0.8878993624867095,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,97.3,,,1.2258382209647722,2.212971924416498,1.2235330611698958,2.363437391194346,1.5542075547131449,3.130243293818803,0.7877246668935922,0.21464601619794188,0.6543145812961708,-0.044909625049105756,18.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8714716375573764,0.7719130611537564,0.7988897868458792,1.2900109117106082,0.5911353308052483,0.0,0.0,0.0,,0.0,
69583,0,Ryan Rollins,1631157,0022200002,2022-10-18,2022-23,GSW,75,0.0,9.0,1,1,1.0,1.0,9.0,,1.0,1.0,0.0,,0.8999305597569406,0.1704457285645306,106.4861848168392,,,0.7643870142894348,0.36577590209517574,0.1704457285645306,106.4861848168392,0.7643870142894348,0.36577590209517574,0.7643870142894348,0.36577590209517574,0.1704457285645306,106.4861848168392,0.8999305597569406,99.79759349593495,0.4025496768015322,,0.49381134785731384,,114.1397967479674,113.5,0.4025496768015322,0.49381134785731384,107.0,,,1.3578230217801845,2.6511705291851064,1.1423876535908344,2.326071304222108,1.222953870213963,1.4345637643643474,0.8417942689772139,0.35187709465250033,0.6276851472090883,0.015795958636150662,16.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0523977999861849,0.9257977112689832,0.8078015404730847,1.4391838904750653,0.5842498148553493,0.0,0.0,0.0,,0.0,
